Packet	Sample	Current Status	Approved Time	Interval from Prev (s)	Approver	Data Review Time	Review-to-Approval
04SEP26.pdf	ETX-260827-0358	Completed	9/4/2026 4:39:23 PM	46	OAjayi	9/4/2026 1:44:50 PM	2h 54m 33s
04SEP26.pdf	ETX-260827-0569	Completed	9/4/2026 4:40:32 PM	69	OAjayi	9/4/2026 1:49:21 PM	2h 51m 11s
04SEP26.pdf	ETX-260827-0340	Completed	9/4/2026 4:41:16 PM	44	OAjayi	9/4/2026 1:49:52 PM	2h 51m 24s
04SEP26.pdf	ETX-260827-0686	Completed	9/4/2026 4:41:52 PM	36	OAjayi	9/4/2026 1:50:29 PM	2h 51m 23s
04SEP26.pdf	ETX-260827-0321	Completed	9/4/2026 4:42:11 PM	19	OAjayi	9/4/2026 1:51:23 PM	2h 50m 48s
04SEP26.pdf	ETX-260827-0305	Completed	9/4/2026 4:57:41 PM	930	OAjayi	9/4/2026 1:54:19 PM	3h 3m 22s
04SEP26.pdf	ETX-260827-0561	Completed	9/4/2026 4:58:06 PM	25	OAjayi	9/4/2026 1:54:51 PM	3h 3m 15s
04SEP26.pdf	ETX-260827-0541	Completed	9/4/2026 5:06:52 PM	526	OAjayi	9/4/2026 1:55:22 PM	3h 11m 30s
04SEP26.pdf	ETX-260825-0380	Completed	9/4/2026 5:29:40 PM	1368	OAjayi	9/4/2026 2:08:16 PM	3h 21m 24s
04SEP26.pdf	ETX-260826-0689	Completed	9/4/2026 5:30:12 PM	32	OAjayi	9/4/2026 2:09:31 PM	3h 20m 41s
04SEP26.pdf	ETX-260827-0684	Completed	9/4/2026 5:32:13 PM	121	OAjayi	9/4/2026 2:09:42 PM	3h 22m 31s
04SEP26.pdf	ETX-260826-0371	Completed	9/4/2026 5:33:58 PM	105	OAjayi	9/4/2026 2:09:37 PM	3h 24m 21s
04SEP26.pdf	ETX-260826-0374	Completed	9/4/2026 5:34:24 PM	26	OAjayi	9/4/2026 2:11:40 PM	3h 22m 44s
04SEP26.pdf	ETX-260826-0485	Completed	9/4/2026 5:34:48 PM	24	OAjayi	9/4/2026 2:11:48 PM	3h 23m 0s
04SEP26.pdf	ETX-260826-0685	Completed	9/4/2026 5:35:27 PM	39	OAjayi	9/4/2026 1:20:38 PM	4h 14m 49s
04SEP26.pdf	ETX-260827-0530	Completed	9/4/2026 5:35:45 PM	18	OAjayi	9/4/2026 1:58:44 PM	3h 37m 1s
31AUG26.pdf	ETX-260820-0095	Completed	8/31/2026 3:17:12 PM	0	OAjayi	8/31/2026 11:49:07 AM	3h 28m 5s
31AUG26.pdf	ETX-260820-0495	Completed	8/31/2026 3:18:29 PM	77	OAjayi	8/31/2026 10:48:48 AM	4h 29m 41s
31AUG26.pdf	ETX-260820-0155	Completed	8/31/2026 3:19:13 PM	44	OAjayi	8/31/2026 10:49:25 AM	4h 29m 48s
31AUG26.pdf	ETX-260820-0154	Completed	8/31/2026 3:20:26 PM	73	OAjayi	8/31/2026 10:50:36 AM	4h 29m 50s
31AUG26.pdf	ETX-260820-0139	Completed	8/31/2026 3:20:43 PM	17	OAjayi	8/31/2026 10:51:10 AM	4h 29m 33s
31AUG26.pdf	ETX-260818-0131	Completed	8/31/2026 3:22:36 PM	113	OAjayi	8/31/2026 10:51:46 AM	4h 30m 50s
31AUG26.pdf	ETX-260819-0345	Completed	8/31/2026 3:23:16 PM	40	OAjayi	8/31/2026 10:52:23 AM	4h 30m 53s
31AUG26.pdf	ETX-260820-0151	Completed	8/31/2026 3:24:02 PM	46	OAjayi	8/31/2026 10:49:57 AM	4h 34m 5s
31AUG26.pdf	ETX-260820-0594	Completed	8/31/2026 3:28:17 PM	255	OAjayi	8/31/2026 11:29:06 AM	3h 59m 11s
31AUG26.pdf	ETX-260819-0549	Completed	8/31/2026 3:29:53 PM	96	OAjayi	8/31/2026 11:29:40 AM	4h 0m 13s
31AUG26.pdf	ETX-260820-0547	Completed	8/31/2026 3:31:10 PM	77	OAjayi	8/31/2026 11:30:37 AM	4h 0m 33s
31AUG26.pdf	ETX-260820-0544	Completed	8/31/2026 3:31:55 PM	45	OAjayi	8/31/2026 11:31:14 AM	4h 0m 41s
31AUG26.pdf	ETX-260819-0621	Completed	8/31/2026 3:32:23 PM	28	OAjayi	8/31/2026 11:31:51 AM	4h 0m 32s
31AUG26.pdf	ETX-260820-0524	Completed	8/31/2026 3:33:06 PM	43	OAjayi	8/31/2026 11:32:41 AM	4h 0m 25s
31AUG26.pdf	ETX-260819-0618	Completed	8/31/2026 3:34:15 PM	69	OAjayi	8/31/2026 11:33:19 AM	4h 0m 56s
31AUG26.pdf	ETX-260820-0540	Completed	8/31/2026 3:36:12 PM	117	OAjayi	8/31/2026 11:33:52 AM	4h 2m 20s
31AUG26.pdf	ETX-260819-0542	Completed	8/31/2026 3:36:55 PM	43	OAjayi	8/31/2026 11:34:29 AM	4h 2m 26s
31AUG26.pdf	ETX-260820-0635	Completed	8/31/2026 3:41:04 PM	249	OAjayi	8/31/2026 11:35:03 AM	4h 6m 1s
31AUG26.pdf	ETX-260821-0302	Completed	8/31/2026 3:42:14 PM	70	OAjayi	8/31/2026 11:36:01 AM	4h 6m 13s
31AUG26.pdf	ETX-260819-0715	Completed	8/31/2026 3:43:32 PM	78	OAjayi	8/31/2026 11:37:49 AM	4h 5m 43s
31AUG26.pdf	ETX-260820-0677	Completed	8/31/2026 3:44:11 PM	39	OAjayi	8/31/2026 11:38:24 AM	4h 5m 47s
31AUG26.pdf	ETX-260820-0689	Completed	8/31/2026 3:45:36 PM	85	OAjayi	8/31/2026 11:39:03 AM	4h 6m 33s
31AUG26.pdf	ETX-260820-0675	Completed	8/31/2026 3:46:03 PM	27	OAjayi	8/31/2026 11:39:39 AM	4h 6m 24s
31AUG26.pdf	ETX-260821-0521	Completed	8/31/2026 3:47:09 PM	66	OAjayi	8/31/2026 11:40:19 AM	4h 6m 50s
31AUG26.pdf	ETX-260817-0542	Completed	8/31/2026 3:49:57 PM	168	OAjayi	8/31/2026 11:44:05 AM	4h 5m 52s
31AUG26.pdf	ETX-260820-0501	Completed	8/31/2026 3:50:37 PM	40	OAjayi	8/31/2026 11:44:34 AM	4h 6m 3s
31AUG26.pdf	ETX-260820-0706	Completed	8/31/2026 3:51:17 PM	40	OAjayi	8/31/2026 11:45:08 AM	4h 6m 9s
31AUG26.pdf	ETX-260821-0002	Completed	8/31/2026 3:51:45 PM	28	OAjayi	8/31/2026 11:45:40 AM	4h 6m 5s
31AUG26.pdf	ETX-260821-0432	Completed	8/31/2026 3:52:33 PM	48	OAjayi	8/31/2026 11:46:19 AM	4h 6m 14s
31AUG26.pdf	ETX-260820-0701	Completed	8/31/2026 3:55:50 PM	197	OAjayi	8/31/2026 11:52:05 AM	4h 3m 45s
31AUG26.pdf	ETX-260820-0611	Completed	8/31/2026 3:56:18 PM	28	OAjayi	8/31/2026 11:51:28 AM	4h 4m 50s
31AUG26.pdf	ETX-260820-0337	Completed	8/31/2026 3:58:37 PM	139	OAjayi	8/31/2026 11:57:28 AM	4h 1m 9s
31AUG26.pdf	ETX-260821-0254	Completed	8/31/2026 3:59:22 PM	45	OAjayi	8/31/2026 11:58:38 AM	4h 0m 44s
31AUG26.pdf	ETX-260819-0536	Completed	8/31/2026 4:00:19 PM	57	OAjayi	8/31/2026 11:59:19 AM	4h 1m 0s
31AUG26.pdf	ETX-260820-0114	Completed	8/31/2026 4:00:57 PM	38	OAjayi	8/31/2026 12:00:42 PM	4h 0m 15s
31AUG26.pdf	ETX-260820-0392	Completed	8/31/2026 4:02:06 PM	69	OAjayi	8/31/2026 12:40:07 PM	3h 21m 59s
31AUG26.pdf	ETX-260820-0088	Completed	8/31/2026 4:02:36 PM	30	OAjayi	8/31/2026 12:40:49 PM	3h 21m 47s
31AUG26.pdf	ETX-260821-0474	Completed	8/31/2026 4:04:08 PM	92	OAjayi	8/31/2026 12:46:21 PM	3h 17m 47s
31AUG26.pdf	ETX-260821-0451	Completed	8/31/2026 4:04:53 PM	45	OAjayi	8/31/2026 12:46:52 PM	3h 18m 1s
31AUG26.pdf	ETX-260821-0541	Completed	8/31/2026 4:06:43 PM	110	OAjayi	8/31/2026 12:47:37 PM	3h 19m 6s
31AUG26.pdf	ETX-260821-0192	Completed	8/31/2026 4:07:24 PM	41	OAjayi	8/31/2026 12:48:10 PM	3h 19m 14s
31AUG26.pdf	ETX-260821-0475	Completed	8/31/2026 4:08:35 PM	71	OAjayi	8/31/2026 12:48:43 PM	3h 19m 52s
31AUG26.pdf	ETX-260821-0476	Completed	8/31/2026 4:10:05 PM	90	OAjayi	8/31/2026 12:49:19 PM	3h 20m 46s
31AUG26.pdf	ETX-260819-0599	Completed	8/31/2026 4:10:45 PM	40	OAjayi	8/31/2026 12:49:56 PM	3h 20m 49s
31AUG26.pdf	ETX-260821-0473	Completed	8/31/2026 4:12:49 PM	124	OAjayi	8/31/2026 1:49:04 PM	2h 23m 45s
31AUG26.pdf	ETX-260821-0449	Completed	8/31/2026 4:13:45 PM	56	OAjayi	8/31/2026 1:49:39 PM	2h 24m 6s
31AUG26.pdf	ETX-260821-0459	Completed	8/31/2026 4:14:43 PM	58	OAjayi	8/31/2026 1:50:17 PM	2h 24m 26s
31AUG26.pdf	ETX-260821-0206	Completed	8/31/2026 4:15:44 PM	61	OAjayi	8/31/2026 1:50:53 PM	2h 24m 51s
31AUG26.pdf	ETX-260821-0538	Completed	8/31/2026 4:16:33 PM	49	OAjayi	8/31/2026 1:51:23 PM	2h 25m 10s
31AUG26.pdf	ETX-260820-0536	Completed	8/31/2026 4:19:29 PM	176	OAjayi	8/31/2026 12:00:02 PM	4h 19m 27s
31AUG26.pdf	ETX-260820-0377	Completed	8/31/2026 4:20:08 PM	39	OAjayi	8/31/2026 11:58:03 AM	4h 22m 5s
31AUG26.pdf	ETX-260821-0536	Completed	9/1/2026 3:26:28 PM	83180	OAjayi	9/1/2026 12:02:39 PM	3h 23m 49s
